symbol,date,type,severite,valeur,prix,volume,ratio,rsi,niveau,date_datetime
AMZN,2025-05-13,RSI_EXTREME,MOYENNE,,,,,80.59254701277928,SURACHAT,2025-05-13
AMZN,2025-05-14,RSI_EXTREME,MOYENNE,,,,,76.07213340747396,SURACHAT,2025-05-14
AMZN,2025-07-28,RSI_EXTREME,MOYENNE,,,,,76.28179861494323,SURACHAT,2025-07-28
AMZN,2025-11-03,RSI_EXTREME,MOYENNE,,,,,77.92129820422122,SURACHAT,2025-11-03
AMZN,2025-11-05,RSI_EXTREME,MOYENNE,,,,,75.1655113134057,SURACHAT,2025-11-05
AMZN,2025-11-21,RSI_EXTREME,MOYENNE,,,,,19.479573861253243,SURVENDE,2025-11-21
AMZN,2026-01-06,RSI_EXTREME,MOYENNE,,,,,77.09992872031606,SURACHAT,2026-01-06
AMZN,2026-01-07,RSI_EXTREME,MOYENNE,,,,,77.50436028789386,SURACHAT,2026-01-07
AMZN,2026-01-08,RSI_EXTREME,MOYENNE,,,,,82.93839110088322,SURACHAT,2026-01-08
AMZN,2026-01-09,RSI_EXTREME,MOYENNE,,,,,80.70281306075933,SURACHAT,2026-01-09
AMZN,2026-01-12,RSI_EXTREME,MOYENNE,,,,,78.20058784607976,SURACHAT,2026-01-12
META,2025-04-03,MOUVEMENT_EXTREME,HAUTE,-8.958265238562168,530.4203491210938,,,,,2025-04-03
META,2025-04-09,MOUVEMENT_EXTREME,HAUTE,14.755611902462507,584.4481811523438,,,,,2025-04-09
META,2025-05-12,MOUVEMENT_EXTREME,HAUTE,7.922501492186584,637.9871215820312,,,,,2025-05-12
META,2025-07-31,MOUVEMENT_EXTREME,HAUTE,11.252705114573413,772.2884521484375,,,,,2025-07-31
META,2025-10-30,MOUVEMENT_EXTREME,HAUTE,-11.33475954515626,665.9268798828125,,,,,2025-10-30
META,2025-04-04,VOLUME_ANORMAL,MOYENNE,,,38589800.0,1.597267867224506,,,2025-04-04
META,2025-04-09,VOLUME_ANORMAL,MOYENNE,,,39216600.0,1.1064121039903128,,,2025-04-09
META,2025-07-31,VOLUME_ANORMAL,MOYENNE,,,38831100.0,2.0190291880020133,,,2025-07-31
META,2025-10-30,VOLUME_ANORMAL,MOYENNE,,,88440100.0,2.9893581134751486,,,2025-10-30
META,2025-10-31,VOLUME_ANORMAL,MOYENNE,,,56953200.0,1.4549157294759838,,,2025-10-31
META,2025-12-19,VOLUME_ANORMAL,MOYENNE,,,49977100.0,2.159881100246253,,,2025-12-19
META,2025-05-07,RSI_EXTREME,MOYENNE,,,,,78.70595974311709,SURACHAT,2025-05-07
META,2025-05-08,RSI_EXTREME,MOYENNE,,,,,79.25682932857256,SURACHAT,2025-05-08
META,2025-05-09,RSI_EXTREME,MOYENNE,,,,,85.08491875951415,SURACHAT,2025-05-09
META,2025-05-12,RSI_EXTREME,MOYENNE,,,,,87.61014041657883,SURACHAT,2025-05-12
META,2025-05-13,RSI_EXTREME,MOYENNE,,,,,87.37885368324216,SURACHAT,2025-05-13
META,2025-05-14,RSI_EXTREME,MOYENNE,,,,,86.67828619743389,SURACHAT,2025-05-14
META,2025-05-15,RSI_EXTREME,MOYENNE,,,,,77.85592329455258,SURACHAT,2025-05-15
META,2025-05-16,RSI_EXTREME,MOYENNE,,,,,75.96287816901162,SURACHAT,2025-05-16
META,2025-05-19,RSI_EXTREME,MOYENNE,,,,,75.31054748691872,SURACHAT,2025-05-19
META,2025-05-20,RSI_EXTREME,MOYENNE,,,,,76.25773097008108,SURACHAT,2025-05-20
META,2025-06-06,RSI_EXTREME,MOYENNE,,,,,78.39817055593103,SURACHAT,2025-06-06
META,2025-06-09,RSI_EXTREME,MOYENNE,,,,,75.64308813343567,SURACHAT,2025-06-09
META,2025-06-10,RSI_EXTREME,MOYENNE,,,,,79.79559059390712,SURACHAT,2025-06-10
META,2025-06-11,RSI_EXTREME,MOYENNE,,,,,75.22364998244902,SURACHAT,2025-06-11
META,2025-09-02,RSI_EXTREME,MOYENNE,,,,,24.017758611809867,SURVENDE,2025-09-02
META,2025-10-06,RSI_EXTREME,MOYENNE,,,,,21.9598734545161,SURVENDE,2025-10-06
META,2025-10-07,RSI_EXTREME,MOYENNE,,,,,22.097533456333082,SURVENDE,2025-10-07
META,2025-10-08,RSI_EXTREME,MOYENNE,,,,,22.26033136149114,SURVENDE,2025-10-08
META,2025-11-04,RSI_EXTREME,MOYENNE,,,,,23.372467892812367,SURVENDE,2025-11-04
META,2025-11-06,RSI_EXTREME,MOYENNE,,,,,23.481655674642255,SURVENDE,2025-11-06
META,2025-11-07,RSI_EXTREME,MOYENNE,,,,,17.93802785735791,SURVENDE,2025-11-07
META,2025-11-10,RSI_EXTREME,MOYENNE,,,,,21.99105013441654,SURVENDE,2025-11-10
META,2025-11-11,RSI_EXTREME,MOYENNE,,,,,21.378214234976568,SURVENDE,2025-11-11
META,2025-11-12,RSI_EXTREME,MOYENNE,,,,,19.24913292938669,SURVENDE,2025-11-12
META,2025-11-13,RSI_EXTREME,MOYENNE,,,,,17.842305759843086,SURVENDE,2025-11-13
META,2025-11-14,RSI_EXTREME,MOYENNE,,,,,12.348190653210551,SURVENDE,2025-11-14
META,2025-11-17,RSI_EXTREME,MOYENNE,,,,,11.595994863277156,SURVENDE,2025-11-17
META,2025-11-18,RSI_EXTREME,MOYENNE,,,,,11.24145336861973,SURVENDE,2025-11-18
META,2025-11-19,RSI_EXTREME,MOYENNE,,,,,18.483581503929486,SURVENDE,2025-11-19
META,2025-11-20,RSI_EXTREME,MOYENNE,,,,,21.500115276758322,SURVENDE,2025-11-20
